20;20;1.000000;1.000000
9.939415;10.078056
0.689574;-0.724215
0.690923;-0.722929
0.685911;-0.727686
0.674928;-0.737884
0.655261;-0.755403
0.621405;-0.783489
0.563819;-0.825898
0.466670;-0.884431
0.308873;-0.951103
0.082010;-0.996632
-0.173419;-0.984848
-0.385291;-0.922795
-0.523869;-0.851799
-0.604256;-0.796790
-0.648815;-0.760947
-0.672935;-0.739702
-0.685508;-0.728065
-0.691488;-0.722388
-0.693676;-0.720287
-0.696106;-0.717939
0.692343;-0.721568
0.692849;-0.721083
0.691968;-0.721928
0.684721;-0.728805
0.669712;-0.742621
0.641507;-0.767117
0.590146;-0.807297
0.497385;-0.867530
0.334629;-0.942350
0.083264;-0.996528
-0.205243;-0.978711
-0.430718;-0.902486
-0.563875;-0.825860
-0.633400;-0.773825
-0.668099;-0.744072
-0.684682;-0.728842
-0.691790;-0.722099
-0.693870;-0.720100
-0.694390;-0.719599
-0.698847;-0.715271
0.695377;-0.718645
0.692374;-0.721539
0.692625;-0.721298
0.690995;-0.722859
0.680590;-0.732664
0.658217;-0.752829
0.613740;-0.789508
0.526881;-0.849939
0.360341;-0.932821
0.079767;-0.996814
-0.248318;-0.968679
-0.483245;-0.875485
-0.604304;-0.796754
-0.659357;-0.751830
-0.682970;-0.730446
-0.691993;-0.721905
-0.694165;-0.719815
-0.694623;-0.719374
-0.698205;-0.715898
-0.705499;-0.708710
0.701989;-0.712188
0.694878;-0.719128
0.691587;-0.722293
0.692087;-0.721814
0.689109;-0.724658
0.672472;-0.740122
0.635181;-0.772363
0.555237;-0.831693
0.385067;-0.922889
0.065762;-0.997835
-0.311455;-0.950261
-0.546099;-0.837721
-0.645217;-0.763999
-0.681606;-0.731719
-0.693144;-0.720799
-0.694911;-0.719096
-0.695133;-0.718881
-0.699858;-0.714282
-0.707193;-0.707021
-0.718047;-0.695995
0.714746;-0.699384
0.702526;-0.711658
0.694076;-0.719902
0.689780;-0.724019
0.691077;-0.722781
0.685220;-0.728336
0.655288;-0.755379
0.582625;-0.812741
0.406085;-0.913835
0.025215;-0.999682
-0.413182;-0.910649
-0.623354;-0.781940
-0.685226;-0.728330
-0.698006;-0.716092
-0.696921;-0.717148
-0.696108;-0.717937
-0.703343;-0.710851
-0.712598;-0.701573
-0.724358;-0.689424
-0.739202;-0.673483
0.737128;-0.675753
0.718926;-0.695087
0.703487;-0.710708
0.691653;-0.722230
0.685400;-0.728166
0.688881;-0.724874
0.675741;-0.737139
0.610024;-0.792383
0.415838;-0.909439
-0.096642;-0.995319
-0.592485;-0.805582
-0.718776;-0.695241
-0.718846;-0.695170
-0.703158;-0.711034
-0.698210;-0.715893
-0.710428;-0.703770
-0.723369;-0.690462
-0.737772;-0.675050
-0.754155;-0.656697
-0.772802;-0.634647
0.773638;-0.633628
0.749582;-0.661911
0.725820;-0.687884
0.703064;-0.711126
0.683369;-0.730073
0.672309;-0.740271
0.682650;-0.730746
0.643693;-0.765284
0.396716;-0.917941
-0.487876;-0.872913
-0.876411;-0.481564
-0.833841;-0.552005
-0.729215;-0.684285
-0.703790;-0.710409
-0.726984;-0.686655
-0.745704;-0.666277
-0.763871;-0.645369
-0.782664;-0.622444
-0.802432;-0.596744
-0.823133;-0.567849
0.828367;-0.560185
0.801248;-0.598332
0.770423;-0.637533
0.734978;-0.678092
0.694165;-0.719816
0.649119;-0.760687
0.610496;-0.792019
0.647948;-0.761685
0.303207;-0.952925
-0.920888;-0.389827
-0.997372;0.072456
-0.976598;-0.215074
-0.726648;-0.687010
-0.779148;-0.626840
-0.800353;-0.599530
-0.818298;-0.574795
-0.836580;-0.547845
-0.855102;-0.518459
-0.873462;-0.486892
-0.891302;-0.453409
0.899594;-0.436728
0.876618;-0.481186
0.846252;-0.532782
0.804219;-0.594333
0.742477;-0.669872
0.643871;-0.765134
0.459117;-0.888376
-0.019806;-0.999804
0.037307;-0.999304
-0.893569;-0.448926
-0.924352;0.381541
-0.555281;0.831663
-0.997324;0.073109
-0.961991;-0.273080
-0.938766;-0.344556
-0.935905;-0.352253
-0.940836;-0.338861
-0.948283;-0.317425
-0.956236;-0.292598
-0.963895;-0.266281
0.968986;-0.247115
0.958791;-0.284111
0.942470;-0.334292
0.913948;-0.405832
0.858570;-0.512697
0.739316;-0.673358
0.483822;-0.875167
0.113737;-0.993511
0.330288;-0.943880
0.603839;-0.797106
-0.255033;0.966932
-0.101776;0.994807
-0.424306;0.905519
-0.849819;0.527075
-0.975346;0.220680
-0.995971;0.089677
-0.999430;0.033775
-0.999961;0.008831
-0.999999;-0.001636
-0.999990;-0.004540
0.999988;-0.004931
0.999888;-0.014985
0.999350;-0.036040
0.996966;-0.077836
0.986857;-0.161598
0.943355;-0.331784
0.779690;-0.626166
0.464176;-0.885743
0.755820;-0.654780
0.999970;-0.007679
0.570256;0.821467
0.075705;0.997130
-0.140174;0.990127
-0.536022;0.844204
-0.758823;0.651296
-0.860420;0.509586
-0.910020;0.414565
-0.936958;0.349442
-0.953039;0.302849
-0.963401;0.268064
0.972477;0.232998
0.967858;0.251497
0.964006;0.265881
0.962145;0.272539
0.964534;0.263960
0.974837;0.222920
0.994129;0.108199
0.986189;-0.165621
0.965786;-0.259340
0.999947;-0.010285
0.966213;0.257744
0.342879;0.939380
-0.304061;0.952653
-0.530223;0.847858
-0.647952;0.761681
-0.727759;0.685833
-0.784494;0.620137
-0.825937;0.563762
-0.857141;0.515082
-0.881361;0.472444
0.909460;0.415792
0.894756;0.446556
0.879825;0.475298
0.864899;0.501946
0.849769;0.527155
0.832618;0.553847
0.804973;0.593312
0.731641;0.681691
0.900865;0.434098
0.956528;0.291642
0.772220;0.635356
-0.281301;0.959620
-0.664352;0.747420
-0.626910;0.779092
-0.645357;0.763881
-0.678682;0.734433
-0.713757;0.700393
-0.746612;0.665260
-0.776431;0.630202
-0.803370;0.595480
0.843875;0.536539
0.823796;0.566887
0.804055;0.594555
0.784332;0.620342
0.763507;0.645799
0.739193;0.673494
0.706903;0.707310
0.730953;0.682427
0.791823;0.610750
0.755084;0.655628
0.342297;0.939592
-0.378841;0.925462
-0.642041;0.766671
-0.682223;0.731144
-0.667233;0.744849
-0.672205;0.740365
-0.686861;0.726789
-0.705872;0.708340
-0.726847;0.686799
-0.748790;0.662807
0.791250;0.611492
0.770991;0.636847
0.752403;0.658703
0.735015;0.678051
0.717980;0.696063
0.700368;0.713782
0.707000;0.707213
0.723347;0.690485
0.710354;0.703845
0.571842;0.820364
0.130638;0.991430
-0.371501;0.928433
-0.594653;0.803982
-0.672076;0.740482
-0.687302;0.726372
-0.679343;0.733821
-0.681321;0.731985
-0.689248;0.724526
-0.701079;0.713084
-0.715888;0.698215
0.753702;0.657216
0.736005;0.676976
0.721231;0.692695
0.708708;0.705502
0.697741;0.716350
0.699794;0.714344
0.705120;0.709088
0.695570;0.718459
0.638273;0.769810
0.451203;0.892422
0.052409;0.998626
-0.347722;0.937598
-0.556028;0.831164
-0.644729;0.764411
-0.682150;0.731212
-0.689503;0.724283
-0.684466;0.729045
-0.685147;0.728405
-0.689853;0.723950
-0.698057;0.716042
0.728633;0.684904
0.714400;0.699737
0.704058;0.710142
0.696449;0.717606
0.696970;0.717101
0.698999;0.715123
0.692026;0.721872
0.662074;0.749438
0.576490;0.817104
0.372445;0.928054
0.020994;0.999780
-0.319604;0.947551
-0.520078;0.854119
-0.618001;0.786177
-0.664755;0.747061
-0.686761;0.726883
-0.690662;0.723178
-0.686980;0.726676
-0.686760;0.726884
-0.689612;0.724179
0.712853;0.701313
0.701950;0.712226
0.695740;0.718293
0.695679;0.718353
0.696616;0.717445
0.691589;0.722291
0.673494;0.739192
0.627548;0.778578
0.524207;0.851591
0.318803;0.947821
0.008477;0.999964
-0.290637;0.956833
-0.484774;0.874640
-0.590377;0.807127
-0.645780;0.763523
-0.674651;0.738136
-0.689198;0.724573
-0.691336;0.722533
-0.688010;0.725701
-0.686594;0.727041
0.704058;0.710143
0.695485;0.718541
0.695050;0.718962
0.695625;0.718405
0.691900;0.721993
0.679828;0.733371
0.651783;0.758406
0.593386;0.804918
0.479587;0.877494
0.280498;0.959854
0.005090;0.999987
-0.261577;0.965182
-0.448994;0.893535
-0.560619;0.828074
-0.624013;0.781414
-0.659800;0.751441
-0.679805;0.733393
-0.690528;0.723306
-0.691534;0.722344
-0.685967;0.727632
0.701895;0.712280
0.695854;0.718183
0.695414;0.718610
0.692241;0.721666
0.683359;0.730083
0.664374;0.747400
0.627588;0.778546
0.559770;0.828648
0.440805;0.897603
0.251977;0.967733
0.006769;0.999977
-0.232467;0.972604
-0.412026;0.911172
-0.527686;0.849439
-0.598082;0.801435
-0.640433;0.768014
-0.665842;0.746093
-0.680841;0.732432
-0.688191;0.725529
-0.682239;0.731129
